Title,Salary,Location,Employment_Type,Working_hours,Suitable_candidates,Payment_type,Experience,With_accommodation,Is_executive,Link
Відкрита вакансія IT спеціаліст,17 000 - 23 000 грн. / за місяць,Умань,Повна зайнятість,Повний робочий день,"Підходить кандидатам: Студентам, Зі статусом УБД, Молодше 18 років",,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/vdkrita-vakansya-it-spetsalst-IDVOq7C.html
Віддалена робота Спеціаліст з обробки фото та відео (анотатор),8 000 - 16 000 грн. / за місяць,"Кривий Ріг, Центрально-Міський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/vddalena-robota-spetsalst-z-obrobki-foto-ta-vdeo-anotator-IDVLG2D.html
Оператор комп'ютерного набору,1 000 - 5 000 грн. / за місяць,Рівне,Повна зайнятість,Неповний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/operator-kompyuternogo-naboru-IDVRe6X.html
Junior Front-End Developer,30 000 - 40 000 грн. / за місяць,"Київ, Подільський",Повна зайнятість,Повний робочий день,"Підходить кандидатам: Студентам, Молодше 18 років",,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/junior-front-end-developer-IDVitSB.html
Офіс менеджер (оператор пк),20 000 - 50 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/ofs-menedzher-operator-pk-IDVPS87.html
робота спеціаліст з продажу айти продукції,30 000 - 35 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/robota-spetsalst-z-prodazhu-ayti-produkts-IDM7Cj5.html
Тестувальник VR-ігор (не віддалено),15 600 - 18 500 грн. / за місяць,Кам'янське,Повна зайнятість,Повний робочий день,"Підходить кандидатам: Студентам, Зі статусом УБД, Молодше 18 років",,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/testuvalnik-vr-gor-ne-vddaleno-IDVOYOd.html
"Автоматическое добавление обменов авто для авториа, рст, автобазар",500 - 1 000 грн. / за годину,"Дніпро, Амур-Нижньодніпровський",Віддалена робота,Гнучкий графік,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/avtomaticheskoe-dobavlenie-obmenov-avto-dlya-avtoria-rst-avtobazar-IDVPNXQ.html
В сервисный центр требуется мастер по ремонту компьютеров и мобильных.,10 000 - 40 000 грн. / за місяць,Слов'янськ,Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 3 до 6 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/v-servisnyy-tsentr-trebuetsya-master-po-remontu-kompyuterov-i-mobilnyh-IDVS4jq.html
Терміново Системний адміністратор,30 000 - 40 000 грн. / за місяць,"Кропивницький, Фортечний",Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/termnovo-sistemniy-admnstrator-IDVPNyT.html
"Оператор 1С робота Гастромаркет ""FORTA""",,Луцьк,Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/operator-1s-robota-gastromarket-forta-IDS68Mv.html
Інженер сервісний (на власному авто),24 000 - 30 000 грн. / за місяць,"Київ, Подільський",Повна зайнятість,Гнучкий графік,"Підходить кандидатам: Старше 45 років, З інвалідністю, Пенсійного віку, Студентам, Зі статусом УБД",,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/nzhener-servsniy-na-vlasnomu-avto-IDVPhFf.html
Майстер з ремонту кондиціонерів (кондиціонерщик),50 000 - 100 000 грн. / за місяць,"Київ, Шевченківський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 3 до 6 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-z-remontu-konditsonerv-konditsonerschik-IDUUKxV.html
Майстер по ремонту комп'ютерної техніки,22 000 - 50 000 грн. / за місяць,"Київ, Солом'янський",Повна зайнятість,Гнучкий графік,,,"Досвід роботи: Від 1 до 3 років, Від 3 до 6 років, Більше 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-po-remontu-kompyuterno-tehnki-IDTwi7S.html
Майстер з підключення та обслуговування мережі Тріолан,30 000 - 40 000 грн. / за місяць,"Київ, Святошинський",Повна зайнятість,Позмінний графік,Підходить кандидатам: Зі статусом УБД,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-z-pdklyuchennya-ta-obslugovuvannya-merezh-trolan-IDVSisr.html
Ми в пошуках молодого таланту! Python-програміст (Trainee),16 000 - 22 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/mi-v-poshukah-molodogo-talantu-python-programst-trainee-IDVRAf9.html
Збиральник ПК в магазин техніки,24 000 - 27 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/zbiralnik-pk-v-magazin-tehnki-IDVOrOH.html
Junior Project Manager,29 000 - 37 000 грн. / за місяць,"Київ, Шевченківський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/junior-project-manager-IDVdUFo.html
Помічник дизайнера (UI\UX-Designer),28 000 - 34 000 грн. / за місяць,"Київ, Шевченківський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/pomchnik-dizaynera-ui-ux-designer-IDVtjAw.html
Front-end розробник,,"Київ, Солом'янський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/front-end-rozrobnik-IDVflKV.html
Junior Web-дизайнер,25 000 грн. / за місяць,"Київ, Подільський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/junior-web-dizayner-IDVS9By.html
Дата Аналітик (стажер),30 000 - 36 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,"Підходить кандидатам: Молодше 18 років, Студентам",,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/data-analtik-stazher-IDVaa1n.html
Шукаємо комп'ютерного майстра до нашої команди!,40 000 грн. / за місяць,"Одеса, Пересипський",Повна зайнятість,Гнучкий графік,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/shukamo-kompyuternogo-maystra-do-nasho-komandi-IDVLL5w.html
Тестувальник ПЗ (без досвіду),32 000 - 35 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/testuvalnik-pz-bez-dosvdu-IDWm90Q.html
Майстер з ремонту комп'ютерної техніки,22 000 - 50 000 грн. / за місяць,"Дніпро, Центральний",Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-z-remontu-kompyuterno-tehnki-IDTna38.html
Відкрита вакансія IT спеціаліст,17 000 - 23 000 грн. / за місяць,Умань,Повна зайнятість,Повний робочий день,"Підходить кандидатам: Студентам, Зі статусом УБД, Молодше 18 років",,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/vdkrita-vakansya-it-spetsalst-IDVOq7C.html
Работа в популярных компьютерных играх.,10 000 - 25 000 грн. / за місяць,"Львів, Галицький",Віддалена робота,Гнучкий графік,"Підходить кандидатам: Старше 45 років, Молодше 18 років, Студентам, З інвалідністю, В декреті",,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/rabota-v-populyarnyh-kompyuternyh-igrah-IDTEEqT.html
Junior QA Engineer,24 000 - 27 000 грн. / за місяць,"Київ, Оболонський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Молодше 18 років,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/junior-qa-engineer-IDVIa1f.html
Trainee 3D-artist,25 000 - 35 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/trainee-3d-artist-IDVqbTb.html
Тестувальник ПЗ (без досвіду),27 000 - 35 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/testuvalnik-pz-bez-dosvdu-IDWiQLa.html
Ищу мастера по ремонту радиоаппаратуры,100 грн. / за годину,Корсунці,Часткова зайнятість,Гнучкий графік,"Підходить кандидатам: Старше 45 років, З інвалідністю, Пенсійного віку, Студентам",,Досвід роботи: Від 3 до 6 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/ischu-mastera-po-remontu-radioapparatury-IDQzJsH.html
"Trainee GameDev-тестувальник, Київ",20 000 - 25 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/trainee-gamedev-testuvalnik-kiv-IDUsjpq.html
Майстер з підключення інтернету та ТБ (з власним авто),35 000 - 40 000 грн. / за місяць,"Київ, Солом'янський",Повна зайнятість,Повний робочий день,"Підходить кандидатам: Старше 45 років, З інвалідністю, Зі статусом УБД",,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-z-pdklyuchennya-nternetu-ta-tb-z-vlasnim-avto-IDVOwro.html
Junior Front-end Web developer,26 000 - 30 000 грн. / за місяць,"Київ, Оболонський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Молодше 18 років,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/junior-front-end-web-developer-IDVsqBy.html
Оператор ПК (з навчанням),26 000 - 28 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/operator-pk-z-navchannyam-IDVo5nL.html
Оператор чату ..,10 000 - 15 000 грн. / за місяць,Кременчук,Часткова зайнятість,Гнучкий графік,"Підходить кандидатам: В декреті, Старше 45 років",,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/operator-chatu-IDVRsS8.html
Потрібен Оператор 1С,15 000 - 17 000 грн. / за місяць,"Житомир, Промавтоматика",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років, Від 3 до 6 років, Більше 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/potrben-operator-1s-IDUAYHz.html
Необхiдний технiчний спецiалiст з ремонту,30 000 - 60 000 грн. / за місяць,"Київ, Подільський",Повна зайнятість,Гнучкий графік,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/neobhidniy-tehnichniy-spetsialist-z-remontu-IDVmx7n.html
Терміново Системний адміністратор,30 000 - 40 000 грн. / за місяць,"Кропивницький, Фортечний",Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/termnovo-sistemniy-admnstrator-IDVPNyT.html
Майстер з ремонту комп'ютерної техніки,22 000 - 50 000 грн. / за місяць,"Одеса, Приморський",Повна зайнятість,Повний робочий день,,,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років, Від 3 до 6 років, Більше 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-z-remontu-kompyuterno-tehnki-IDTmvjB.html
Дата-аналітик (Стажер),25 000 грн. / за місяць,"Київ, Оболонський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/data-analtik-stazher-IDVHNlu.html
Адміністратор IT-систем,25 000 - 30 000 грн. / за місяць,"Київ, Святошинський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/admnstrator-it-sistem-IDVpF9t.html
Оператор 1С (денні зміни),20 000 - 22 000 грн. / за місяць,"Київ, Подільський",Повна зайнятість,Повний робочий день,"Підходить кандидатам: Старше 45 років, З інвалідністю, Пенсійного віку, Студентам, Молодше 18 років",,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/operator-1s-denn-zmni-IDVMbY2.html
Web-дизайнер (З навчанням),25 000 - 30 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/web-dizayner-z-navchannyam-IDWv7cX.html
Нічний системний адміністратор,32 000 - 35 000 грн. / за місяць,"Дніпро, Соборний",Повна зайнятість,Повний робочий день,"Підходить кандидатам: З інвалідністю, Студентам",,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років, Від 3 до 6 років, Більше 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/nchniy-sistemniy-admnstrator-IDVR0Vm.html
Системний адміністратор,38 000 - 40 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,,,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років, Від 3 до 6 років, Більше 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/sistemniy-admnstrator-IDVKI3a.html
"Оператор ПК, Обліковець на склад фурнітури",14 000 - 16 000 грн. / за місяць,Стрий,Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/operator-pk-oblkovets-na-sklad-furnturi-IDVNRUR.html
Оператор на проведення накладних,15 000 - 25 000 грн. / за місяць,Тернопіль,Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/operator-na-provedennya-nakladnih-IDVHTfF.html
Монтажник оптоволоконних мереж,30 000 - 50 000 грн. / за місяць,"Дніпро, Новокодацький",Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/montazhnik-optovolokonnih-merezh-IDVQHai.html
Работа World of Warcraft,4 000 - 20 000 грн. / за місяць,"Харків, Слобідський",Віддалена робота,Гнучкий графік,"Підходить кандидатам: Старше 45 років, Молодше 18 років, Студентам, З інвалідністю, Пенсійного віку, Зі статусом УБД",,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років, Від 3 до 6 років, Більше 6 років",False,True,https://www.olx.ua/uk/obyavlenie/rabota/rabota-world-of-warcraft-IDVlqkA.html
Онлайн робота. Редагування тексту. Без досвіду. Щоденна оплата,20 000 - 26 000 грн. / за місяць,"Київ, Подільський",Віддалена робота,Гнучкий графік,"Підходить кандидатам: Старше 45 років, З інвалідністю, Студентам, В декреті, Зі статусом УБД, Молодше 18 років",,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років, Від 3 до 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/onlayn-robota-redaguvannya-tekstu-bez-dosvdu-schodenna-oplata-IDVSccw.html
Майстер з ремонту комп'ютерної техніки,22 000 - 50 000 грн. / за місяць,"Запоріжжя, Вознесенівський",Повна зайнятість,Повний робочий день,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-z-remontu-kompyuterno-tehnki-IDWBVQf.html
Монтажник слаботочных систем (электротехник),18 000 - 32 000 грн. / за місяць,"Одеса, Київський",Часткова зайнятість,Гнучкий графік,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/montazhnik-slabotochnyh-sistem-elektrotehnik-IDVMgbD.html
Шукаємо оператора 1С для підтримки обліку,15 000 - 17 000 грн. / за місяць,Чернігів,Повна зайнятість,Повний робочий день,"Підходить кандидатам: Молодше 18 років, Студентам, Зі статусом УБД",,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/shukamo-operatora-1s-dlya-pdtrimki-oblku-IDVxPxR.html
Работа в популярных компьютерных играх.,10 000 - 25 000 грн. / за місяць,"Львів, Галицький",Віддалена робота,Гнучкий графік,"Підходить кандидатам: Старше 45 років, Молодше 18 років, Студентам, З інвалідністю, В декреті",,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/rabota-v-populyarnyh-kompyuternyh-igrah-IDTEEqT.html
Налаштування Гугл календаря,,Тернопіль,Віддалена робота,Гнучкий графік,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/nalashtuvannya-gugl-kalendarya-IDVHcdV.html
Робота спеціаліст з продажу айти продукції,30 000 - 35 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/robota-spetsalst-z-prodazhu-ayti-produkts-IDVSbtZ.html
Verification Specialist,8 500 - 9 000 грн. / за місяць,Кременчук,Віддалена робота,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/verification-specialist-IDV7FTz.html
Майстер з ремонту Комп'ютерів,20 000 - 40 000 грн. / за місяць,Хмельницький,Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-z-remontu-kompyuterv-IDVJVU9.html
Системний адміністратор,30 000 - 50 000 грн. / за місяць,Умань,Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/sistemniy-admnstrator-IDVOo3J.html
Нужен Программист на удалённую работу,900 - 1 300 грн. / за годину,"Дніпро, Центральний",Підробіток,Гнучкий графік,"Підходить кандидатам: Старше 45 років, Студентам, Молодше 18 років",,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/nuzhen-programmist-na-udalennuyu-rabotu-IDVOBPG.html
Вакансія рекрутера — потрібні відповідальні люди,20 000 - 30 000 грн. / за місяць,Чернігів,Повна зайнятість,Гнучкий графік,"Підходить кандидатам: Студентам, Молодше 18 років, Зі статусом УБД",,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/vakansya-rekrutera-potrbn-vdpovdaln-lyudi-IDVKYjH.html
Вакансія IT спеціаліста,20 000 - 32 000 грн. / за місяць,"Дніпро, Центральний",Повна зайнятість,Повний робочий день,,,"Досвід роботи: Від 3 до 6 років, Без досвіду роботи, Від 1 до 3 років, Більше 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/vakansya-it-spetsalsta-IDVS6ty.html
Майстер з ремонту комп'ютерної техніки,22 000 - 50 000 грн. / за місяць,"Дніпро, Центральний",Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-z-remontu-kompyuterno-tehnki-IDTna38.html
"Робота! БЕЗ ДОСВІДУ! Оператор 1 С, комп""ютерного набору, Чернівці",13 000 - 13 500 грн. / за місяць,Чернівці,Повна зайнятість,Повний робочий день,"Підходить кандидатам: Студентам, В декреті",,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/robota-bez-dosvdu-operator-1-s-komp-yuternogo-naboru-chernvts-IDNDn4X.html
Ремонт зарядных станций и компьютеров,50 000 - 80 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Гнучкий графік,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/remont-zaryadnyh-stantsiy-i-kompyuterov-IDVmIOL.html
Project Manager Trainee,25 000 - 32 000 грн. / за місяць,"Київ, Шевченківський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/project-manager-trainee-IDVRM1y.html
Junior QA Engineer,20 000 - 35 000 грн. / за місяць,"Київ, Святошинський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/junior-qa-engineer-IDVEfkQ.html
Майстер по ремонту телефонів,15 000 - 35 000 грн. / за місяць,"Київ, Святошинський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-po-remontu-telefonv-IDVKdTi.html
Junior Automation Specialist (спеціаліст з автоматизації),23 000 - 28 000 грн. / за місяць,"Київ, Шевченківський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/junior-automation-specialist-spetsalst-z-avtomatizats-IDVqccH.html
Оператор ПК (стажер),26 000 - 32 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/operator-pk-stazher-IDWety9.html
Trainee UX/UI designer,23 000 - 26 000 грн. / за місяць,"Київ, Голосіївський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/trainee-ux-ui-designer-IDVdlxP.html
Trainee QA Engineer,700 - 800 $ / за місяць,"Київ, Печерський",Стажування,Гнучкий графік,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/trainee-qa-engineer-IDVLiUT.html
Тестувальник (без досвіду),30 000 - 32 000 грн. / за місяць,"Київ, Подільський",Повна зайнятість,Повний робочий день,"Підходить кандидатам: Студентам, Молодше 18 років",,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/testuvalnik-bez-dosvdu-IDV7LeZ.html
Виїзний Майстер з ремонту комп'ютерної техніки,35 000 - 40 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Гнучкий графік,"Підходить кандидатам: Старше 45 років, Студентам, З інвалідністю, Зі статусом УБД",,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років, Від 3 до 6 років, Більше 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/vizniy-mayster-z-remontu-kompyuterno-tehnki-IDUih8J.html
Тестувальник ПЗ (стажер),25 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/testuvalnik-pz-stazher-IDVS2GO.html
Необхiдний технiчний спецiалiст з ремонту,30 000 - 60 000 грн. / за місяць,"Київ, Подільський",Повна зайнятість,Гнучкий графік,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/neobhidniy-tehnichniy-spetsialist-z-remontu-IDVmx7n.html
Работа в популярных компьютерных играх.,10 000 - 25 000 грн. / за місяць,"Львів, Галицький",Віддалена робота,Гнучкий графік,"Підходить кандидатам: Старше 45 років, Молодше 18 років, Студентам, З інвалідністю, В декреті",,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/rabota-v-populyarnyh-kompyuternyh-igrah-IDTEEqT.html
Онлайн робота. Редагування тексту. Без досвіду. Щоденна оплата,20 000 - 26 000 грн. / за місяць,"Київ, Подільський",Віддалена робота,Гнучкий графік,"Підходить кандидатам: Старше 45 років, З інвалідністю, Студентам, В декреті, Зі статусом УБД, Молодше 18 років",,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років, Від 3 до 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/onlayn-robota-redaguvannya-tekstu-bez-dosvdu-schodenna-oplata-IDVSccw.html
Trainee Front-end developer,23 000 - 27 000 грн. / за місяць,"Київ, Шевченківський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/trainee-front-end-developer-IDVRd0s.html
Trainee Java Developer,19 000 - 27 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/trainee-java-developer-IDVu5Tj.html
Помічник відеомонтажера,24 000 - 28 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/pomchnik-vdeomontazhera-IDVKVxp.html
Junior C# Developer,30 000 - 33 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,"Підходить кандидатам: Молодше 18 років, Студентам",,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/junior-c-developer-IDWI8cC.html
комюнити Gambling / Crypto / Nutra,1 000 $ / за місяць,"Київ, Печерський",Часткова зайнятість,Гнучкий графік,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/komyuniti-gambling-crypto-nutra-IDVGYh6.html
Інженер комп'ютерних систем (державна установа),16 000 - 18 000 грн. / за місяць,"Одеса, Хаджибейський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/nzhener-kompyuternih-sistem-derzhavna-ustanova-IDVRHdL.html
Фармер акаунтів (стажер),18 000 - 25 000 грн. / за місяць,"Київ, Голосіївський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/farmer-akauntv-stazher-IDUBK7Y.html
Молодший Розробник ПЗ (Junior Software Developer),17 000 - 19 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/molodshiy-rozrobnik-pz-junior-software-developer-IDUjkvX.html
3D artist junior,28 000 - 33 000 грн. / за місяць,"Київ, Шевченківський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/3d-artist-junior-IDWveEJ.html
Trainee Java Developer,32 000 - 37 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,"Підходить кандидатам: Молодше 18 років, Студентам",,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/trainee-java-developer-IDWESjo.html
